,0
GCF_000007545:GEGEGB_02666,2543
GCF_000007545:GEGEGB_02667,2544
GCF_000007545:GEGEGB_02668,2545
GCF_000007545:GEGEGB_02669,2546
GCF_000007545:GEGEGB_02670,2547
GCF_000007545:GEGEGB_02671,2548
GCF_000007545:GEGEGB_02672,2549
GCF_000007545:GEGEGB_02673,2550
GCF_000007545:GEGEGB_02674,2551
GCF_000007545:GEGEGB_02675,2552
GCF_000007545:GEGEGB_02676,2553
GCF_000007545:GEGEGB_02677,2554
GCF_000007545:GEGEGB_02678,2555
GCF_000007545:GEGEGB_02679,2556
GCF_000007545:GEGEGB_02680,2557
GCF_000007545:GEGEGB_02681,2558
GCF_000007545:GEGEGB_02682,2559
GCF_000007545:GEGEGB_02683,2560
GCF_000007545:GEGEGB_02684,2561
GCF_000007545:GEGEGB_02685,2562
GCF_000007545:GEGEGB_02686,2563
GCF_000007545:GEGEGB_02687,2564
GCF_000007545:GEGEGB_02688,2565
GCF_000007545:GEGEGB_02689,2566
GCF_000007545:GEGEGB_02690,2567
GCF_000007545:GEGEGB_02691,2568
GCF_000007545:GEGEGB_02692,2569
GCF_000007545:GEGEGB_02693,2570
GCF_000007545:GEGEGB_02694,2571
GCF_000007545:GEGEGB_02695,2572
GCF_000007545:GEGEGB_02696,2573
GCF_000007545:GEGEGB_02697,2574
GCF_000007545:GEGEGB_02698,2575
GCF_000007545:GEGEGB_02699,2576
GCF_000007545:GEGEGB_02700,2577
GCF_000007545:GEGEGB_02701,2578
GCF_000007545:GEGEGB_02702,2579
GCF_000007545:GEGEGB_02703,2580
GCF_000007545:GEGEGB_02704,2581
GCF_000007545:GEGEGB_02705,2582
GCF_000007545:GEGEGB_02706,2583
GCF_000007545:GEGEGB_02707,2584
GCF_000007545:GEGEGB_02708,2585
GCF_000007545:GEGEGB_02709,2586
GCF_000007545:GEGEGB_02710,2587
GCF_000007545:GEGEGB_02711,2588
GCF_000007545:GEGEGB_02712,2589
GCF_000007545:GEGEGB_02713,2590
GCF_000007545:GEGEGB_02714,2591
GCF_000007545:GEGEGB_02715,2592
GCF_000007545:GEGEGB_02716,2593
GCF_000007545:GEGEGB_02717,2594
GCF_000007545:GEGEGB_02718,2595
GCF_000007545:GEGEGB_02719,2596
GCF_000007545:GEGEGB_02720,2597
GCF_000007545:GEGEGB_02721,2598
GCF_000007545:GEGEGB_02722,2599
GCF_000007545:GEGEGB_02723,2600
GCF_000007545:GEGEGB_02724,2601
GCF_000007545:GEGEGB_02725,2602
GCF_000007545:GEGEGB_02726,2603
GCF_000007545:GEGEGB_02727,2604
GCF_000007545:GEGEGB_02728,2605
GCF_000007545:GEGEGB_02729,2606
GCF_000007545:GEGEGB_02730,2607
GCF_000007545:GEGEGB_02732,2608
GCF_000007545:GEGEGB_02733,2609
GCF_000007545:GEGEGB_02734,2610
GCF_000007545:GEGEGB_02735,2611
GCF_000007545:GEGEGB_02736,2612
GCF_000007545:GEGEGB_02737,2613
GCF_000007545:GEGEGB_02738,2614
GCF_000007545:GEGEGB_02739,2615
GCF_000007545:GEGEGB_02740,2616
GCF_000007545:GEGEGB_02741,2617
GCF_000007545:GEGEGB_02749,2618
GCF_000007545:GEGEGB_02751,2619
GCF_000007545:GEGEGB_02752,2620
GCF_000007545:GEGEGB_02753,2621
GCF_000007545:GEGEGB_02754,2622
GCF_000007545:GEGEGB_02755,2623
GCF_000007545:GEGEGB_02756,2624
GCF_000007545:GEGEGB_02757,2625
GCF_000007545:GEGEGB_02758,2626
GCF_000007545:GEGEGB_02759,2627
GCF_000007545:GEGEGB_02760,2628
GCF_000007545:GEGEGB_02761,2629
GCF_000007545:GEGEGB_02762,2630
GCF_000007545:GEGEGB_02763,2631
GCF_000007545:GEGEGB_02764,2632
GCF_000007545:GEGEGB_02765,2633
GCF_000007545:GEGEGB_02766,2634
GCF_000007545:GEGEGB_02767,2635
GCF_000007545:GEGEGB_02768,2636
GCF_000007545:GEGEGB_02769,2637
GCF_000007545:GEGEGB_02770,2638
GCF_000007545:GEGEGB_02771,2639
GCF_000007545:GEGEGB_02772,2640
GCF_000007545:GEGEGB_02773,2641
GCF_000007545:GEGEGB_02774,2642
GCF_000007545:GEGEGB_02775,2643
GCF_000007545:GEGEGB_02776,2644
GCF_000007545:GEGEGB_02778,2645
GCF_000007545:GEGEGB_02779,2646
GCF_000007545:GEGEGB_02780,2647
GCF_000007545:GEGEGB_02782,2648
GCF_000007545:GEGEGB_02783,2649
GCF_000007545:GEGEGB_02784,2650
GCF_000007545:GEGEGB_02785,2651
GCF_000007545:GEGEGB_02786,2652
GCF_000007545:GEGEGB_02787,2653
GCF_000007545:GEGEGB_02788,2654
GCF_000007545:GEGEGB_02789,2655
GCF_000007545:GEGEGB_02793,2656
GCF_000007545:GEGEGB_02794,2657
GCF_000007545:GEGEGB_02795,2658
GCF_000007545:GEGEGB_02796,2659
GCF_000007545:GEGEGB_02797,2660
GCF_000007545:GEGEGB_02798,2661
GCF_000007545:GEGEGB_02799,2662
GCF_000007545:GEGEGB_02800,2663
GCF_000007545:GEGEGB_02801,2664
GCF_000007545:GEGEGB_02802,2665
GCF_000007545:GEGEGB_02803,2666
GCF_000007545:GEGEGB_02804,2667
GCF_000007545:GEGEGB_02805,2668
GCF_000007545:GEGEGB_02806,2669
GCF_000007545:GEGEGB_02807,2670
GCF_000007545:GEGEGB_02808,2671
GCF_000007545:GEGEGB_02809,2672
GCF_000007545:GEGEGB_02810,2673
GCF_000007545:GEGEGB_02811,2674
GCF_000007545:GEGEGB_02812,2675
GCF_000007545:GEGEGB_02813,2676
GCF_000007545:GEGEGB_02814,2677
GCF_000007545:GEGEGB_02815,2678
GCF_000007545:GEGEGB_02816,2679
GCF_000007545:GEGEGB_02817,2680
GCF_000007545:GEGEGB_02818,2681
GCF_000007545:GEGEGB_02819,2682
GCF_000007545:GEGEGB_02820,2683
GCF_000007545:GEGEGB_02821,2684
GCF_000007545:GEGEGB_02822,2685
GCF_000007545:GEGEGB_02823,2686
GCF_000007545:GEGEGB_02824,2687
GCF_000007545:GEGEGB_02825,2688
GCF_000007545:GEGEGB_02826,2689
GCF_000007545:GEGEGB_02827,2690
GCF_000007545:GEGEGB_02828,2691
GCF_000007545:GEGEGB_02829,2692
GCF_000007545:GEGEGB_02830,2693
GCF_000007545:GEGEGB_02831,2694
GCF_000007545:GEGEGB_02832,2695
GCF_000007545:GEGEGB_02833,2696
GCF_000007545:GEGEGB_02834,2697
GCF_000007545:GEGEGB_02835,2698
GCF_000007545:GEGEGB_02836,2699
GCF_000007545:GEGEGB_02837,2700
GCF_000007545:GEGEGB_02838,2701
GCF_000007545:GEGEGB_02839,2702
GCF_000007545:GEGEGB_02840,2703
GCF_000007545:GEGEGB_02841,2704
GCF_000007545:GEGEGB_02842,2705
GCF_000007545:GEGEGB_02843,2706
GCF_000007545:GEGEGB_02844,2707
GCF_000007545:GEGEGB_02845,2708
GCF_000007545:GEGEGB_02846,2709
GCF_000007545:GEGEGB_02847,2710
GCF_000007545:GEGEGB_02848,2711
GCF_000007545:GEGEGB_02849,2712
GCF_000007545:GEGEGB_02850,2713
GCF_000007545:GEGEGB_02851,2714
GCF_000007545:GEGEGB_02852,2715
GCF_000007545:GEGEGB_02853,2716
GCF_000007545:GEGEGB_02854,2717
GCF_000007545:GEGEGB_02856,2718
GCF_000007545:GEGEGB_02858,2719
GCF_000007545:GEGEGB_02859,2720
GCF_000007545:GEGEGB_02860,2721
GCF_000007545:GEGEGB_02866,2722
GCF_000007545:GEGEGB_02867,2723
GCF_000007545:GEGEGB_02868,2724
GCF_000007545:GEGEGB_02869,2725
GCF_000007545:GEGEGB_02870,2726
GCF_000007545:GEGEGB_02871,2727
GCF_000007545:GEGEGB_02872,2728
GCF_000007545:GEGEGB_02873,2729
GCF_000007545:GEGEGB_02874,2730
GCF_000007545:GEGEGB_02875,2731
GCF_000007545:GEGEGB_02876,2732
GCF_000007545:GEGEGB_02877,2733
GCF_000007545:GEGEGB_02878,2734
GCF_000007545:GEGEGB_02879,2735
GCF_000007545:GEGEGB_02880,2736
GCF_000007545:GEGEGB_02881,2737
GCF_000007545:GEGEGB_02882,2738
GCF_000007545:GEGEGB_02883,2739
GCF_000007545:GEGEGB_02884,2740
GCF_000007545:GEGEGB_02885,2741
GCF_000007545:GEGEGB_02886,2742
GCF_000007545:GEGEGB_02887,2743
GCF_000007545:GEGEGB_02888,2744
GCF_000007545:GEGEGB_02889,2745
GCF_000007545:GEGEGB_02890,2746
GCF_000007545:GEGEGB_02891,2747
GCF_000007545:GEGEGB_02892,2748
GCF_000007545:GEGEGB_02893,2749
GCF_000007545:GEGEGB_02894,2750
GCF_000007545:GEGEGB_02895,2751
GCF_000007545:GEGEGB_02896,2752
GCF_000007545:GEGEGB_02897,2753
GCF_000007545:GEGEGB_02898,2754
GCF_000007545:GEGEGB_02899,2755
GCF_000007545:GEGEGB_02900,2756
GCF_000007545:GEGEGB_02901,2757
GCF_000007545:GEGEGB_02902,2758
GCF_000007545:GEGEGB_02903,2759
GCF_000007545:GEGEGB_02904,2760
GCF_000007545:GEGEGB_02905,2761
GCF_000007545:GEGEGB_02906,2762
GCF_000007545:GEGEGB_02907,2763
GCF_000007545:GEGEGB_02908,2764
GCF_000007545:GEGEGB_02909,2765
GCF_000007545:GEGEGB_02910,2766
GCF_000007545:GEGEGB_02911,2767
GCF_000007545:GEGEGB_02912,2768
GCF_000007545:GEGEGB_02913,2769
GCF_000007545:GEGEGB_02914,2770
GCF_000007545:GEGEGB_02915,2771
GCF_000007545:GEGEGB_02916,2772
GCF_000007545:GEGEGB_02917,2773
GCF_000007545:GEGEGB_02918,2774
GCF_000007545:GEGEGB_02919,2775
GCF_000007545:GEGEGB_02920,2776
GCF_000007545:GEGEGB_02921,2777
GCF_000007545:GEGEGB_02922,2778
GCF_000007545:GEGEGB_02923,2779
GCF_000007545:GEGEGB_02924,2780
GCF_000007545:GEGEGB_02925,2781
GCF_000007545:GEGEGB_02926,2782
GCF_000007545:GEGEGB_02927,2783
GCF_000007545:GEGEGB_02928,2784
GCF_000007545:GEGEGB_02929,2785
GCF_000007545:GEGEGB_02930,2786
GCF_000007545:GEGEGB_02931,2787
GCF_000007545:GEGEGB_02932,2788
GCF_000007545:GEGEGB_02933,2789
GCF_000007545:GEGEGB_02934,2790
GCF_000007545:GEGEGB_02935,2791
GCF_000007545:GEGEGB_02936,2792
GCF_000007545:GEGEGB_02937,2793
GCF_000007545:GEGEGB_02938,2794
GCF_000007545:GEGEGB_02939,2795
GCF_000007545:GEGEGB_02940,2796
GCF_000007545:GEGEGB_02942,2797
GCF_000007545:GEGEGB_02943,2798
GCF_000007545:GEGEGB_02944,2799
GCF_000007545:GEGEGB_02945,2800
GCF_000007545:GEGEGB_02946,2801
GCF_000007545:GEGEGB_02947,2802
GCF_000007545:GEGEGB_02948,2803
GCF_000007545:GEGEGB_02949,2804
GCF_000007545:GEGEGB_02950,2805
GCF_000007545:GEGEGB_02951,2806
GCF_000007545:GEGEGB_02952,2807
GCF_000007545:GEGEGB_02953,2808
GCF_000007545:GEGEGB_02954,2809
GCF_000007545:GEGEGB_02955,2810
GCF_000007545:GEGEGB_02956,2811
GCF_000007545:GEGEGB_02957,2812
GCF_000007545:GEGEGB_02958,2813
GCF_000007545:GEGEGB_02959,2814
GCF_000007545:GEGEGB_02960,2815
GCF_000007545:GEGEGB_02961,2816
GCF_000007545:GEGEGB_02962,2817
GCF_000007545:GEGEGB_02963,2818
GCF_000007545:GEGEGB_02964,2819
GCF_000007545:GEGEGB_02965,2820
GCF_000007545:GEGEGB_02966,2821
GCF_000007545:GEGEGB_02967,2822
GCF_000007545:GEGEGB_02968,2823
GCF_000007545:GEGEGB_02969,2824
GCF_000007545:GEGEGB_02970,2825
GCF_000007545:GEGEGB_02971,2826
GCF_000007545:GEGEGB_02972,2827
GCF_000007545:GEGEGB_02973,2828
GCF_000007545:GEGEGB_02974,2829
GCF_000007545:GEGEGB_02975,2830
GCF_000007545:GEGEGB_02976,2831
GCF_000007545:GEGEGB_02977,2832
GCF_000007545:GEGEGB_02978,2833
GCF_000007545:GEGEGB_02979,2834
GCF_000007545:GEGEGB_02980,2835
GCF_000007545:GEGEGB_02981,2836
GCF_000007545:GEGEGB_02982,2837
GCF_000007545:GEGEGB_02983,2838
GCF_000007545:GEGEGB_02984,2839
GCF_000007545:GEGEGB_02985,2840
GCF_000007545:GEGEGB_02986,2841
GCF_000007545:GEGEGB_02987,2842
GCF_000007545:GEGEGB_02988,2843
GCF_000007545:GEGEGB_02989,2844
GCF_000007545:GEGEGB_02990,2845
GCF_000007545:GEGEGB_02991,2846
GCF_000007545:GEGEGB_02992,2847
GCF_000007545:GEGEGB_02993,2848
GCF_000007545:GEGEGB_02994,2849
GCF_000007545:GEGEGB_02995,2850
GCF_000007545:GEGEGB_02996,2851
GCF_000007545:GEGEGB_02997,2852
GCF_000007545:GEGEGB_02998,2853
GCF_000007545:GEGEGB_02999,2854
GCF_000007545:GEGEGB_03000,2855
GCF_000007545:GEGEGB_03001,2856
GCF_000007545:GEGEGB_03002,2857
GCF_000007545:GEGEGB_03003,2858
GCF_000007545:GEGEGB_03004,2859
GCF_000007545:GEGEGB_03005,2860
GCF_000007545:GEGEGB_03006,2861
GCF_000007545:GEGEGB_03007,2862
GCF_000007545:GEGEGB_03008,2863
GCF_000007545:GEGEGB_03009,2864
GCF_000007545:GEGEGB_03010,2865
GCF_000007545:GEGEGB_03011,2866
GCF_000007545:GEGEGB_03012,2867
GCF_000007545:GEGEGB_03013,2868
GCF_000007545:GEGEGB_03015,2869
GCF_000007545:GEGEGB_03016,2870
GCF_000007545:GEGEGB_03017,2871
GCF_000007545:GEGEGB_03018,2872
GCF_000007545:GEGEGB_03019,2873
GCF_000007545:GEGEGB_03020,2874
GCF_000007545:GEGEGB_03021,2875
GCF_000007545:GEGEGB_03022,2876
GCF_000007545:GEGEGB_03023,2877
GCF_000007545:GEGEGB_03024,2878
GCF_000007545:GEGEGB_03025,2879
GCF_000007545:GEGEGB_03026,2880
GCF_000007545:GEGEGB_03027,2881
GCF_000007545:GEGEGB_03028,2882
GCF_000007545:GEGEGB_03029,2883
GCF_000007545:GEGEGB_03030,2884
GCF_000007545:GEGEGB_03031,2885
GCF_000007545:GEGEGB_03033,2886
GCF_000007545:GEGEGB_03034,2887
GCF_000007545:GEGEGB_03035,2888
GCF_000007545:GEGEGB_03036,2889
GCF_000007545:GEGEGB_03037,2890
GCF_000007545:GEGEGB_03038,2891
GCF_000007545:GEGEGB_03041,2892
GCF_000007545:GEGEGB_03042,2893
GCF_000007545:GEGEGB_03043,2894
GCF_000007545:GEGEGB_03044,2895
GCF_000007545:GEGEGB_03045,2896
GCF_000007545:GEGEGB_03046,2897
GCF_000007545:GEGEGB_03047,2898
GCF_000007545:GEGEGB_03048,2899
GCF_000007545:GEGEGB_03049,2900
GCF_000007545:GEGEGB_03050,2901
GCF_000007545:GEGEGB_03051,2902
GCF_000007545:GEGEGB_03053,2903
GCF_000007545:GEGEGB_03054,2904
GCF_000007545:GEGEGB_03055,2905
GCF_000007545:GEGEGB_03056,2906
GCF_000007545:GEGEGB_03057,2907
GCF_000007545:GEGEGB_03058,2908
GCF_000007545:GEGEGB_03059,2909
GCF_000007545:GEGEGB_03060,2910
GCF_000007545:GEGEGB_03061,2911
GCF_000007545:GEGEGB_03062,2912
GCF_000007545:GEGEGB_03063,2913
GCF_000007545:GEGEGB_03064,2914
GCF_000007545:GEGEGB_03068,2915
GCF_000007545:GEGEGB_03069,2916
GCF_000007545:GEGEGB_03070,2917
GCF_000007545:GEGEGB_03071,2918
GCF_000007545:GEGEGB_03072,2919
GCF_000007545:GEGEGB_03073,2920
GCF_000007545:GEGEGB_03074,2921
GCF_000007545:GEGEGB_03075,2922
GCF_000007545:GEGEGB_03077,2923
GCF_000007545:GEGEGB_03078,2924
GCF_000007545:GEGEGB_03079,2925
GCF_000007545:GEGEGB_03080,2926
GCF_000007545:GEGEGB_03081,2927
GCF_000007545:GEGEGB_03082,2928
GCF_000007545:GEGEGB_03083,2929
GCF_000007545:GEGEGB_03084,2930
GCF_000007545:GEGEGB_03085,2931
GCF_000007545:GEGEGB_03086,2932
GCF_000007545:GEGEGB_03087,2933
GCF_000007545:GEGEGB_03088,2934
GCF_000007545:GEGEGB_03089,2935
GCF_000007545:GEGEGB_03090,2936
GCF_000007545:GEGEGB_03091,2937
GCF_000007545:GEGEGB_03092,2938
GCF_000007545:GEGEGB_03094,2939
GCF_000007545:GEGEGB_03095,2940
GCF_000007545:GEGEGB_03096,2941
GCF_000007545:GEGEGB_03097,2942
GCF_000007545:GEGEGB_03098,2943
GCF_000007545:GEGEGB_03099,2944
GCF_000007545:GEGEGB_03100,2945
GCF_000007545:GEGEGB_03101,2946
GCF_000007545:GEGEGB_03102,2947
GCF_000007545:GEGEGB_03104,2948
GCF_000007545:GEGEGB_03106,2949
GCF_000007545:GEGEGB_03107,2950
GCF_000007545:GEGEGB_03108,2951
GCF_000007545:GEGEGB_03109,2952
GCF_000007545:GEGEGB_03110,2953
GCF_000007545:GEGEGB_03111,2954
GCF_000007545:GEGEGB_03112,2955
GCF_000007545:GEGEGB_03113,2956
GCF_000007545:GEGEGB_03114,2957
GCF_000007545:GEGEGB_03115,2958
GCF_000007545:GEGEGB_03116,2959
GCF_000007545:GEGEGB_03117,2960
GCF_000007545:GEGEGB_03118,2961
GCF_000007545:GEGEGB_03119,2962
GCF_000007545:GEGEGB_03120,2963
GCF_000007545:GEGEGB_03121,2964
GCF_000007545:GEGEGB_03122,2965
GCF_000007545:GEGEGB_03123,2966
GCF_000007545:GEGEGB_03124,2967
GCF_000007545:GEGEGB_03125,2968
GCF_000007545:GEGEGB_03126,2969
GCF_000007545:GEGEGB_03127,2970
GCF_000007545:GEGEGB_03128,2971
GCF_000007545:GEGEGB_03130,2972
GCF_000007545:GEGEGB_03132,2973
GCF_000007545:GEGEGB_03133,2974
GCF_000007545:GEGEGB_03134,2975
GCF_000007545:GEGEGB_03135,2976
GCF_000007545:GEGEGB_03136,2977
GCF_000007545:GEGEGB_03137,2978
GCF_000007545:GEGEGB_03138,2979
GCF_000007545:GEGEGB_03139,2980
GCF_000007545:GEGEGB_03141,2981
GCF_000007545:GEGEGB_03142,2982
GCF_000007545:GEGEGB_03143,2983
GCF_000007545:GEGEGB_03144,2984
GCF_000007545:GEGEGB_03145,2985
GCF_000007545:GEGEGB_03146,2986
GCF_000007545:GEGEGB_03147,2987
GCF_000007545:GEGEGB_03148,2988
GCF_000007545:GEGEGB_03149,2989
GCF_000007545:GEGEGB_03151,2990
GCF_000007545:GEGEGB_03152,2991
GCF_000007545:GEGEGB_03153,2992
GCF_000007545:GEGEGB_03154,2993
GCF_000007545:GEGEGB_03155,2994
GCF_000007545:GEGEGB_03156,2995
GCF_000007545:GEGEGB_03157,2996
GCF_000007545:GEGEGB_03158,2997
GCF_000007545:GEGEGB_03159,2998
GCF_000007545:GEGEGB_03160,2999
GCF_000007545:GEGEGB_03161,3000
GCF_000007545:GEGEGB_03162,3001
GCF_000007545:GEGEGB_03163,3002
GCF_000007545:GEGEGB_03164,3003
GCF_000007545:GEGEGB_03165,3004
GCF_000007545:GEGEGB_03166,3005
GCF_000007545:GEGEGB_03167,3006
GCF_000007545:GEGEGB_03168,3007
GCF_000007545:GEGEGB_03169,3008
GCF_000007545:GEGEGB_03170,3009
GCF_000007545:GEGEGB_03171,3010
GCF_000007545:GEGEGB_03173,3011
GCF_000007545:GEGEGB_03174,3012
GCF_000007545:GEGEGB_03175,3013
GCF_000007545:GEGEGB_03176,3014
GCF_000007545:GEGEGB_03177,3015
GCF_000007545:GEGEGB_03178,3016
GCF_000007545:GEGEGB_03179,3017
GCF_000007545:GEGEGB_03180,3018
GCF_000007545:GEGEGB_03181,3019
GCF_000007545:GEGEGB_03182,3020
GCF_000007545:GEGEGB_03183,3021
GCF_000007545:GEGEGB_03185,3022
GCF_000007545:GEGEGB_03186,3023
GCF_000007545:GEGEGB_03187,3024
GCF_000007545:GEGEGB_03188,3025
GCF_000007545:GEGEGB_03189,3026
GCF_000007545:GEGEGB_03190,3027
GCF_000007545:GEGEGB_03191,3028
GCF_000007545:GEGEGB_03192,3029
GCF_000007545:GEGEGB_03194,3030
GCF_000007545:GEGEGB_03195,3031
GCF_000007545:GEGEGB_03196,3032
GCF_000007545:GEGEGB_03197,3033
GCF_000007545:GEGEGB_03198,3034
GCF_000007545:GEGEGB_03199,3035
GCF_000007545:GEGEGB_03200,3036
GCF_000007545:GEGEGB_03201,3037
GCF_000007545:GEGEGB_03202,3038
GCF_000007545:GEGEGB_03203,3039
GCF_000007545:GEGEGB_03204,3040
GCF_000007545:GEGEGB_03205,3041
GCF_000007545:GEGEGB_03206,3042
GCF_000007545:GEGEGB_03207,3043
GCF_000007545:GEGEGB_03208,3044
GCF_000007545:GEGEGB_03209,3045
GCF_000007545:GEGEGB_03210,3046
GCF_000007545:GEGEGB_03211,3047
GCF_000007545:GEGEGB_03212,3048
GCF_000007545:GEGEGB_03213,3049
GCF_000007545:GEGEGB_03214,3050
GCF_000007545:GEGEGB_03215,3051
GCF_000007545:GEGEGB_03216,3052
GCF_000007545:GEGEGB_03217,3053
GCF_000007545:GEGEGB_03218,3054
GCF_000007545:GEGEGB_03219,3055
GCF_000007545:GEGEGB_03220,3056
GCF_000007545:GEGEGB_03221,3057
GCF_000007545:GEGEGB_03222,3058
GCF_000007545:GEGEGB_03223,3059
GCF_000007545:GEGEGB_03224,3060
GCF_000007545:GEGEGB_03225,3061
GCF_000007545:GEGEGB_03226,3062
GCF_000007545:GEGEGB_03227,3063
GCF_000007545:GEGEGB_03228,3064
GCF_000007545:GEGEGB_03229,3065
GCF_000007545:GEGEGB_03230,3066
GCF_000007545:GEGEGB_03231,3067
GCF_000007545:GEGEGB_03232,3068
GCF_000007545:GEGEGB_03233,3069
GCF_000007545:GEGEGB_03234,3070
GCF_000007545:GEGEGB_03235,3071
GCF_000007545:GEGEGB_03236,3072
GCF_000007545:GEGEGB_03237,3073
GCF_000007545:GEGEGB_03238,3074
GCF_000007545:GEGEGB_03239,3075
GCF_000007545:GEGEGB_03240,3076
GCF_000007545:GEGEGB_03241,3077
GCF_000007545:GEGEGB_03242,3078
GCF_000007545:GEGEGB_03243,3079
GCF_000007545:GEGEGB_03244,3080
GCF_000007545:GEGEGB_03245,3081
GCF_000007545:GEGEGB_03246,3082
GCF_000007545:GEGEGB_03247,3083
GCF_000007545:GEGEGB_03248,3084
GCF_000007545:GEGEGB_03249,3085
GCF_000007545:GEGEGB_03250,3086
GCF_000007545:GEGEGB_03251,3087
GCF_000007545:GEGEGB_03252,3088
GCF_000007545:GEGEGB_03253,3089
GCF_000007545:GEGEGB_03254,3090
GCF_000007545:GEGEGB_03255,3091
GCF_000007545:GEGEGB_03256,3092
GCF_000007545:GEGEGB_03257,3093
GCF_000007545:GEGEGB_03258,3094
GCF_000007545:GEGEGB_03259,3095
GCF_000007545:GEGEGB_03260,3096
GCF_000007545:GEGEGB_03261,3097
GCF_000007545:GEGEGB_03262,3098
GCF_000007545:GEGEGB_03263,3099
GCF_000007545:GEGEGB_03264,3100
GCF_000007545:GEGEGB_03265,3101
GCF_000007545:GEGEGB_03266,3102
GCF_000007545:GEGEGB_03267,3103
GCF_000007545:GEGEGB_03268,3104
GCF_000007545:GEGEGB_03269,3105
GCF_000007545:GEGEGB_03270,3106
GCF_000007545:GEGEGB_03271,3107
GCF_000007545:GEGEGB_03272,3108
GCF_000007545:GEGEGB_03273,3109
GCF_000007545:GEGEGB_03275,3110
GCF_000007545:GEGEGB_03276,3111
GCF_000007545:GEGEGB_03277,3112
GCF_000007545:GEGEGB_03278,3113
GCF_000007545:GEGEGB_03279,3114
GCF_000007545:GEGEGB_03280,3115
GCF_000007545:GEGEGB_03281,3116
GCF_000007545:GEGEGB_03282,3117
GCF_000007545:GEGEGB_03283,3118
GCF_000007545:GEGEGB_03284,3119
GCF_000007545:GEGEGB_03285,3120
GCF_000007545:GEGEGB_03286,3121
GCF_000007545:GEGEGB_03287,3122
GCF_000007545:GEGEGB_03289,3123
GCF_000007545:GEGEGB_03290,3124
GCF_000007545:GEGEGB_03291,3125
GCF_000007545:GEGEGB_03292,3126
GCF_000007545:GEGEGB_03293,3127
GCF_000007545:GEGEGB_03294,3128
GCF_000007545:GEGEGB_03295,3129
GCF_000007545:GEGEGB_03296,3130
GCF_000007545:GEGEGB_03297,3131
GCF_000007545:GEGEGB_03298,3132
GCF_000007545:GEGEGB_03299,3133
GCF_000007545:GEGEGB_03300,3134
GCF_000007545:GEGEGB_03301,3135
GCF_000007545:GEGEGB_03303,3136
GCF_000007545:GEGEGB_03304,3137
GCF_000007545:GEGEGB_03305,3138
GCF_000007545:GEGEGB_03306,3139
GCF_000007545:GEGEGB_03307,3140
GCF_000007545:GEGEGB_03308,3141
GCF_000007545:GEGEGB_03309,3142
GCF_000007545:GEGEGB_03310,3143
GCF_000007545:GEGEGB_03311,3144
GCF_000007545:GEGEGB_03312,3145
GCF_000007545:GEGEGB_03313,3146
GCF_000007545:GEGEGB_03314,3147
GCF_000007545:GEGEGB_03315,3148
GCF_000007545:GEGEGB_03316,3149
GCF_000007545:GEGEGB_03317,3150
GCF_000007545:GEGEGB_03318,3151
GCF_000007545:GEGEGB_03319,3152
GCF_000007545:GEGEGB_03321,3153
GCF_000007545:GEGEGB_03322,3154
GCF_000007545:GEGEGB_03323,3155
GCF_000007545:GEGEGB_03324,3156
GCF_000007545:GEGEGB_03325,3157
GCF_000007545:GEGEGB_03326,3158
GCF_000007545:GEGEGB_03327,3159
GCF_000007545:GEGEGB_03329,3160
GCF_000007545:GEGEGB_03330,3161
GCF_000007545:GEGEGB_03331,3162
GCF_000007545:GEGEGB_03332,3163
GCF_000007545:GEGEGB_03333,3164
GCF_000007545:GEGEGB_03334,3165
GCF_000007545:GEGEGB_03335,3166
GCF_000007545:GEGEGB_03336,3167
GCF_000007545:GEGEGB_03337,3168
GCF_000007545:GEGEGB_03338,3169
GCF_000007545:GEGEGB_03339,3170
GCF_000007545:GEGEGB_03340,3171
GCF_000007545:GEGEGB_03341,3172
GCF_000007545:GEGEGB_03342,3173
GCF_000007545:GEGEGB_03343,3174
GCF_000007545:GEGEGB_03344,3175
GCF_000007545:GEGEGB_03345,3176
GCF_000007545:GEGEGB_03346,3177
GCF_000007545:GEGEGB_03347,3178
GCF_000007545:GEGEGB_03348,3179
GCF_000007545:GEGEGB_03349,3180
GCF_000007545:GEGEGB_03350,3181
GCF_000007545:GEGEGB_03351,3182
GCF_000007545:GEGEGB_03352,3183
GCF_000007545:GEGEGB_03353,3184
GCF_000007545:GEGEGB_03354,3185
GCF_000007545:GEGEGB_03355,3186
GCF_000007545:GEGEGB_03356,3187
GCF_000007545:GEGEGB_03357,3188
GCF_000007545:GEGEGB_03358,3189
GCF_000007545:GEGEGB_03359,3190
GCF_000007545:GEGEGB_03360,3191
GCF_000007545:GEGEGB_03361,3192
GCF_000007545:GEGEGB_03362,3193
GCF_000007545:GEGEGB_03363,3194
GCF_000007545:GEGEGB_03364,3195
GCF_000007545:GEGEGB_03366,3196
GCF_000007545:GEGEGB_03367,3197
GCF_000007545:GEGEGB_03368,3198
GCF_000007545:GEGEGB_03369,3199
GCF_000007545:GEGEGB_03370,3200
GCF_000007545:GEGEGB_03371,3201
GCF_000007545:GEGEGB_03373,3202
GCF_000007545:GEGEGB_03375,3203
GCF_000007545:GEGEGB_03376,3204
GCF_000007545:GEGEGB_03377,3205
GCF_000007545:GEGEGB_03378,3206
GCF_000007545:GEGEGB_03379,3207
GCF_000007545:GEGEGB_03380,3208
